institution,lat,lng,instID
Humabs BioMed SA,46.1913489,9.0132498,92
Cleveland Clinic Abu Dhabi,24.497676300000002,54.3878677,93
Harvard Medical School One Pine Hill Drive,42.3356352,-71.1041786,94
China Agriculture University,40.004202,116.35298799999998,95
University Göttingen,51.540811600000005,9.9374005,96
PLA,38.580011,-121.49322659999999,97
National Museums of Kenya,-1.273966,36.814488,98
Kilpauk Medical College and Hospital,13.0783427,80.2438901,99
US National Institute of Allergy and Infectious Diseases,39.06339639999999,-77.1116333,100
Bayer Vital GmbH,51.015964700000005,6.9878851,101
World Health Organization,38.8963005,-77.0496567,102
Complejo Asistencial Universitario de León,42.6195679,-5.5735337,103
Charles Darwin University,-12.3717852,130.8689199,104
National Taiwan Normal University,25.0261538,121.52748670000001,105
Indiana University Health and Indiana University School of Medicine,39.78156129999999,-86.16517139999998,106
Renmin Hospital of Wuhan University. Wuhan,30.53535699999999,114.299525,107
Nice Cedex. Lassalle S,36.1513042,-95.9909949,108
Rouen University Hospital,49.4386196,1.1108685,109
Johns Hopkins University Medical Center,39.3252902,-76.61685489999998,110
Universitario Príncipe de Asturias. Alcalá de Henares. Madrid,40.5093672,-3.3475567,111
The University of Hong Kong,22.282998899999996,114.1370848,112
University of Karlsruhe,49.011919899999995,8.417030300000002,113
Rochester Institute of Technology,43.0844955,-77.6749311,114
University of KwaZulu-Natal,-29.867421899999997,30.9807272,115
"Hôtel-Dieu, centre hospitalier universitaire de Nantes",47.2107575,-1.5545498,116
Carl-von-Ossietzky University Oldenburg,53.14871120000001,8.1823082,117
Kyorin University School of Medicine,35.6772445,139.5659938,118
University of Westminster,39.56031979999999,-76.98995759999998,119
CHU de Nice,43.7243711,7.2822826,120
"ImClone Systems, a wholly-owned subsidiary of eli Lilly and Company; Branchburg",40.5544856,-74.7095192,121
Payam Noor University,35.8012314,51.5028533,122
The Georgia Institute of Technology,33.7756178,-84.39628499999998,123
Taipei City Government,25.0375417,121.56443270000001,124
National Paediatric Hospital Dr. Juan P. Garrahan,-34.6310786,-58.39378520000001,125
Kunshan No,31.38559699999999,120.98073600000001,126
Universidad del Valle de Guatemala,14.603762,-90.489248,127
Science College Xi'an Jiaotong University Xi'an,34.250803000000005,108.98369299999999,128
Angela Chow,34.103055,-117.67072409999999,129
National Health Institute Doutor Ricardo Jorge (INSA),38.7643785,-9.164153500000001,130
Harbin Institute of Technology,45.7470436,126.63343059999998,131
Unigene Laboratories,40.5029987,-74.43600040000001,132
Dartmouth University School of Medicine,43.7087283,-72.28510849999998,133
Liguria e Valle d'Aosta,43.87298879999999,8.009726200000001,134
Cambridge University,52.204266600000004,0.1149085,135
Regensburg University Medical Center,48.98812479999999,12.088439900000001,136
Sukagawa Animal Hospital,37.28673,140.373944,137
Morrisville State College,42.89549,-75.640289,138
University of Pennsylvania School of Medicine,39.9476279,-75.19259799999998,139
Mayfair Animal Hospital and Emergency Services,43.05976889999999,-88.05822090000001,140
Rua Alexandre Herculano,38.722398600000005,-9.1500754,141
CSIC-UPV,39.478729799999996,-0.33983320000000006,142
New York State Psychiatric Institute,40.8425117,-73.94441429999998,143
Lund University,55.7119483,13.203493,144
University of Hawaii at Mānoa,21.296939000000002,-157.8171118,145
"University of Rome ""Tor Vergata""",41.8520309,12.628999499999999,146
National Museum of Natural History,38.891266200000004,-77.02606540000001,147
Cancer Institute,37.050620200000004,-94.5237304,148
Jeonbuk Science College,35.5489747,126.8608334,149
Aletheia University,25.1751815,121.43446740000002,150
Vagdeevi College of Pharmacy,18.0115236,79.55572169999998,151
Technische Universita¨t München,48.14966,11.5678602,152
University of Melbourne,-37.798345899999994,144.960974,153
National Research Institute for Child Health and Development,39.00108,-77.100415,154
United States Environmental Protection Agency,39.0397435,-95.6799816,155
Hospital Central de la Defensa Gómez Ulla,40.389413700000006,-3.7463617999999994,156
Rua Alfredo Allen,41.17638970000001,-8.603917299999999,157
NanKai University,39.10394429999999,117.17422320000001,158
Faculté de Pharmacie de Paris,48.843331299999996,2.33603,159
Nantong University,32.006493,120.886132,160
National Institute of Radiological Science,35.6353268,140.1042078,161
Universit e Nord de France,50.385124600000005,3.2642436000000004,162
"National Institute for Infectious Diseases ""Lazzaro Spallanzani,"" IRCCS",41.866501,12.4564793,163
"Kentucky BioProcessing, Inc",37.7335834,-87.1588156,164
Paul Sabatier University-Toulouse III,43.5618994,1.4700520000000001,165
Av. Prof. Lineu Prestes,-23.5677395,-46.729557899999996,166
Neuves-Maisons,48.614365,6.106727999999999,167
Janssen Research & Development,32.900735499999996,-117.2358095,168
Harvard University Cambridge,42.3770029,-71.11666009999998,169
South Carolina,33.836081,-81.1637245,170
CHU de Nantes,47.209653700000004,-1.5587188,171
Community Memorial Hospital,34.274182,-119.25774369999999,172
University of Agriculture,31.430286300000002,73.06719939999998,173
University of British Columbia/Vancouver,49.26060520000001,-123.24599380000001,174
Zhejiang Agriculture and Forestry University,30.234076,119.729592,175
université Paris Diderot,48.827758700000004,2.3826409,176
Peking University Medical College Hospital,39.911431,116.41481,177
Lancaster University,54.01039420000001,-2.7877294,178
Chinese Human Genome Center,39.803594,116.51019699999999,179
Jiangsu Province Hospital,32.049147,118.76722099999999,180
Katholieke Universiteit Leuve,50.87795449999999,4.7002953000000005,181
Korea Food Research Institute,37.559,127.011955,182
the Hong Kong Polytechnic University,22.3039347,114.1797311,183
Queen Mary BioEnterprises Innovation Centre,51.5162234,-0.061900199999999996,184
Jinan Central Hospital Affiliated to Shandong University,36.667675,117.047807,185
Montefiore Medical Center,40.8804291,-73.88004099999998,186
Vrije Universiteit Brussel (VUB),50.8218963,4.394939599999999,187
Agricultural University of Hebei,38.850606,115.48344099999998,188
Jefferson Medical College,40.019687,-75.19267559999999,189
Universitat Autonoma de Barcelona,41.5028381,2.1027052000000004,190
Ahmadu Bello University Teaching Hospital,11.082009699999999,7.712244399999999,191
Greifswald-Insel Riems,54.1831113,13.363033900000001,192
Beijing Forestry University,40.00448799999999,116.3499723,193
The Second People's Hospital of Shenzhen,22.556599,114.086145,194
Herdecke University,51.4519107,7.3568913999999985,195
Greenwich University,51.4829308,-0.0069949999999999995,196
Martinsried near to Munich,48.1089197,11.451958,197
Guangzhou Institutes of Biomedicine and Health,23.162251,113.447861,198
Polytechnic of Porto,41.1812781,-8.5967887,199
Copenhagen University Hospital (Rigshospitalet),55.6960841,12.566787699999999,200
Centro de Salud María Jesús Hereza,40.336634600000004,-3.767105099999999,201
University of Debrecen,47.553625700000005,21.6215102,202
Servicio de Microbiología. Hospital General Universitario Gregorio Marañón. Madrid,40.4191053,-3.6703866,203
Bernhard-Nocht-Institute for Tropical Medicine,53.546769999999995,9.96487,204
Kenya Ministry of Health,-1.291562,36.8148914,205
"Instituto Pasteur, Av. Paulista",-23.569039,-46.6476519,206
Ningbo City First Hospital,29.867781,121.547951,207
Federal University of Rio,-22.8617077,-43.223403499999996,208
Saudi Electronic University,24.813573499999997,46.6689817,209
University of Bisha,20.0277982,42.6130781,210
University of Sousse,35.8377525,10.6071369,211
Universidad de Antofagasta,-23.6691073,-70.40539389999998,212
Konyang University,36.182620299999996,127.111405,213
University of Naples,40.8454073,14.2577342,214
Rajendra Memorial Research Institute of Medical Sciences,25.599738600000002,85.197722,215
Churchill Hospital,39.476612100000004,-118.76624209999999,216
Pusan National University School of Medicine and Biochemical Research Institute,35.233512299999994,129.0810047,217
The University of Zambia,-15.392315,28.3284985,218
Instituto Ramón y Cajal de Investigación Sanitaria (IRYCIS)-Hospital Ramón y Cajal,40.4870997,-3.6951406,219
Cancer Center of Sun Yat-sen University,29.7068146,-95.3971547,220
Chang-Gung Memorial Hospital,25.0564135,121.5463601,221
King Faisal University,25.3405347,49.599911,222
University of Kiel,54.3460549,10.1147022,223
Heart Centre University of Leipzig,51.330937299999995,12.386550199999999,224
USDA/APHIS/WS/National Wildlife Research Center,40.586343400000004,-105.15079469999999,225
Rumah Sakit Persahabatan,-6.202762700000001,106.8848625,226
Liverpool School of Tropical Medicine,53.40855440000001,-2.969074,227
Lyn Silfen University,39.9522188,-75.1932137,228
Jilin University Bethune School of Medical Sciences,43.870357,125.309797,229
University of Alabama in Huntsville,34.7251471,-86.639783,230
Research Facility Studenec,49.2001199,16.0648122,231
Chang Gung University College of Medicine (KCGMH-CGU),25.0334479,121.38748559999999,232
Unidad de Enfermedades Infecciosas. Servicio de Medicina Interna. Hospital Universitario Puerta de Hierro. Madrid,40.4167754,-3.7037902000000003,233
HamHung Pharmaceutical University,39.93040999999999,127.54102890000001,234
University of Wiirzburg,49.7881814,9.935260000000001,235
Liaoning Province CDC,41.94365429999999,122.5290376,236
Baylor Scott & White Health,31.0737537,-97.3734187,237
Weill Corneal Medical College,40.7649151,-73.954897,238
Yale University School of Medicine,41.30323,-72.9338698,239
Ciudad de México (CDMX),19.4326077,-99.133208,240
Academy of Millitary Medical Sciences,29.460459600000004,-98.4477888,241
Lourival Melo Motta Avenue,-9.538908300000001,-35.7920836,242
State University,40.573436,-105.0865473,243
Liverpool John Moores University,53.4053868,-2.972759,244
University of Wisconsin Hospital,43.07663529999999,-89.4311231,245
Oral Science Research Laboratory,33.58972979999999,-101.8858816,246
Nottingham Trent University,52.958071200000006,-1.1540226,247
DePaul University,41.9247559,-87.6566465,248
Muslim Council of Great Britain,51.5180722,-0.0572003,249
Université Catholique du Graben,0.127952,29.283585499999997,250
INDI,35.149234,-106.68395859999998,251
Tulane National Primate Research Center,30.44869109999999,-90.0945371,252
Kanazawa University,36.5454425,136.70775030000001,253
Institut Pasteur de Madagascar,-18.902403,47.546423,254
Sam Ratulangi University,1.4561811000000002,124.8273481,255
CReSA-IRTA,41.504837200000004,2.0966613,256
University of Hawaii at Hilo,19.7011389,-155.0814464,257
Laval University,46.78174629999999,-71.27474240000001,258
Hubei University,30.448729999999998,114.27168200000001,259
University of Leeds,53.806681499999996,-1.5550328000000002,260
Laboratorio Central,29.0833602,-110.9633095,261
UEMA,40.7772289,-111.8916895,262
Tanzanian Training Centre for International Health,-8.1454848,36.6823451,263
Universidade Federal do Espirito Santo,-20.2769549,-40.3046767,264
Institut de Biologie Paris Seine (B2A-IBPS),48.8476985,2.3592451,265
University of Palermo,38.11779,13.369838,266
Hokkaido University Hospital,43.077676000000004,141.3453694,267
‡ University of Arizona,32.2318851,-110.9501094,268
Hainan University,20.061989999999998,110.32874,269
Branch Potsdam Am Mühlenberg,52.39951729999999,13.058597500000001,270
Carol Davila University of Medicine and Pharmacy,44.4349877,26.069722,271
University of Warsaw,52.252630200000006,20.9905198,272
Philips University,36.397420000000004,-97.8441502,273
MTFS,38.915960399999996,-94.7585615,274
Soonchunhyang University College of Medicine,37.4983977,126.76285359999999,275
Leibniz Institute for Experimental Virology,53.5940538,9.9731193,276
UCLA School of Dentistry,34.066336,-118.4419807,277
University of LiJge,50.6370205,5.5629338,278
Nagoya City University Graduate School of Medicinal Sciences,35.1396085,136.9350324,279
Nanjing Medical University,32.043846,118.774763,280
The Weizmann Institute of Science,31.9045055,34.8083407,281
Lausanne University Hospital Lausanne,46.5249174,6.642429300000001,282
Charité Campus Virchow Klinikum,52.54201429999999,13.343129999999999,283
Université Libre de Bruxelles,50.813206799999996,4.3822222,284
The University of Manitoba,49.8075008,-97.13662590000001,285
Tanta University,30.7924391,30.999140899999997,286
Philipps University,50.8106859,8.7741641,287
"Universitario ""Niño Jesus""",40.414431,-3.6761187000000004,288
"Biotron Ltd, Innovations Building, ANU",-35.2826654,149.1158572,289
The British University in Egypt (BUE),30.117748,31.6060825,290
CIMI-Paris,48.831904200000004,2.3544432,291
"AVI BioPharma, Inc",44.5520226,-123.30334170000002,292
Vet-school of Toulouse,43.599123399999996,1.3835662,293
Médecins Sans Frontières-Operational Centre Brussels,50.8333319,4.364053500000001,294
Université de Normandie,49.43838590000001,1.1364689,295
Oxfordshire Cat Clinic,51.751709600000005,-1.2990684,296
Institute for Scientific Interchange (ISI) Foundation,40.75443679999999,-73.9821542,297
San Diego State University,32.7759894,-117.07125330000001,298
Ruhr University Bochum,51.44566589999999,7.261609300000001,299
IHU-Méditerranée Infection,43.2898643,5.4006949,300
Faisal Specialist Hospital and Research Centre,24.670282500000003,46.678922899999996,301
St George's Hospital,51.4266424,-0.1750162,302
Kanazawa University Hospital,36.5572189,136.6730611,303
Evangel University,37.221486299999995,-93.264054,304
UMA),27.983424100000004,-82.4948383,305
ICGEB,45.658034,13.829208,306
Ochoa Hospital,36.5072965,-4.8818018,307
Akita Prefectural College of Agriculture,39.8008319,140.0462458,308
Laramie Peak Veterinary Associates,42.043371,-104.96743300000001,309
Australian National University Medical School,-35.3454013,149.10210580000003,310
University of Navarra,42.801491799999994,-1.6597366000000002,311
Uppsala University,59.85090049999999,17.6300093,312
National Public Health Laboratory,17.980554,-76.7942241,313
University of Porto (IPATIMUP),41.176042100000004,-8.6017891,314
University of Arkansas for Medical Science,34.7493139,-92.32054000000001,315
Tokyo Medical University Hospital,35.6938566,139.69252600000002,316
Immunology University of Utah,40.7716244,-111.83706470000001,317
University of Lleida-Agrotecnio Center,41.6300253,0.5946505,318
VIB,37.1820347,-93.2607003,319
Smithsonian National Museum of Natural History,38.891266200000004,-77.02606540000001,320
Chinese Culture University,25.1359859,121.5389375,321
National Dairy Development Board,38.8930088,-77.08538829999998,322
NewYork-Presbyterian Morgan Stanley Children's Hospital,40.83984470000001,-73.9413787,323
청주,36.6424341,127.48903190000001,324
Fujian Institute of Education,26.087853,119.286098,325
Harvard Uni-versity,42.3770029,-71.11666009999998,326
Internal Medicine -Al-Madinah,36.03620799999999,-95.862494,327
Universita Èt Leipzig,51.3385738,12.3784615,328
Istituto Zooprofilattico Sperimentale,45.3485098,11.9586467,329
'Sapienza' University,41.903721600000004,12.5146978,330
Medical College of Wisconsin,43.042992600000005,-88.02212,331
Institut Cochin,48.835964600000004,2.3387555,332
Friedrich-Schiller-University,50.929430200000006,11.5896707,333
Stony Brook University Medical Center,40.9088246,-73.11478740000001,334
"Cortex Pharmaceuticals, Inc",40.9627225,-74.1300942,335
University of California San Francisco,37.7854795,-122.4401581,336
National Center for Advancing Translational Sciences,39.0958216,-77.1971631,337
Hubei University of Chinese Medicine,30.448729999999998,114.27168200000001,338
Universitè Laval,46.78174629999999,-71.27474240000001,339
Fujian Provincial Hospital,26.087529,119.306501,340
Zentrum für Pneumologie,52.380941,9.744609,341
University of Wisconsin-Madison,43.076592,-89.4124875,342
National Center for Occupational Health and Infection Control,36.162150700000005,-115.17225549999999,343
Secretaria de Saúde Municipal do Estado de São Paulo (CCD),-23.5445735,-46.645003,344
Walden University,44.98128639999999,-93.2656945,345
Bielefeld University,52.0367238,8.4952413,346
Northern Illinois University,41.934233,-88.774069,347
Public Health Consulting Ltd,29.727748,-95.483327,348
Ikaria Inc,30.44407559999999,-91.220951,349
Imperial College of London,51.498799700000006,-0.1748772,350
Hangzhou DeBuYou Health Technology Co. Ltd,30.274084000000002,120.15507,351
National Library of Medicine National Institutes of Health Bethesda,39.0002973,-77.10286020000001,352
Huazhong University of Science and Technology,30.513004300000002,114.42027560000001,353
Aix-Marseille University,43.280991,5.350097799999999,354
Ernst-Moritz-Arndt Universität,54.09496529999999,13.374584,355
Dongguk University,34.06595120000001,-118.2897439,356
Hôpital A. Laveran,43.326854700000005,5.4135874,357
Agripolis -Viale dell'Università,45.34763299999999,11.958616099999999,358
Bundesforschungsinstitut für Tiergesundheit,54.1827433,13.362976199999999,359
University Campus,36.306346999999995,-94.18861109999999,360
Seattle Biomedical Research Institute,47.651191299999994,-122.31172169999999,361
Vancouver General Hospital,49.261616,-123.12391129999999,362
Saveh University of Medical Sciences,35.025427799999996,50.3545931,363
Ministère de la Sante,46.797954,-71.246117,364
Saint Louis University,38.6346955,-90.2340587,365
Central Queensland University,-23.3264685,150.5189408,366
American Memorial Hospital,42.7815881,-112.8487136,367
Makerere University College of Health Sciences,0.3292819,32.5710773,368
Université Claude Bernard Lyon,45.77958710000001,4.8656025000000005,369
"Pfizer Ltd, Sandwich",51.288416999999995,1.3414760000000001,370
Shanghai Maritime University,30.874115000000003,121.905446,371
Radcliffe Observatory Quarter,51.760848100000004,-1.2630906000000002,372
Tulane University Heath Sciences Center,29.955386800000003,-90.0764917,373
CHU de Caen,49.20560820000001,-0.3576887,374
University Children's Hospital,41.658408,-91.54914570000001,375
Thomas' Hospital,42.7632751,-81.18049889999998,376
SUNY at BuValo,43.0008093,-78.78896970000001,377
Taichung Veteran General Hospital,24.1846146,120.6045116,378
National Taiwan University,25.0173405,121.53975179999999,379
Tibet University,29.646221999999998,91.146781,380
University of Bari,41.120554600000006,16.868474499999998,381
Uppsala University Hospital,59.84882589999999,17.640751899999998,382
Chinese Academy of Sciences,37.80600039999999,-122.2696909,383
Vancouver General Hospital Respiratory Clinic,49.2612028,-123.1260842,384
Greifswald University,54.09496529999999,13.374584,385
université de Sfax,34.7360653,10.7428075,386
University of California-Irvine,33.640495200000004,-117.8442962,387
Heilongjiang University of Chinese Medicine,45.725138,126.64941999999999,388
Henan University of Science and Technology,34.603664,112.422678,389
Majmaah University,25.8683081,45.4209043,390
Wadsworth Center-New York State De-partment of Health,42.6484864,-73.7592767,391
The University of Utah School of Medicine,40.7698752,-111.83553119999999,392
Hallym University College of Medicine,37.8840932,127.7399138,393
St. Mary's Regional Medical Center,36.3936374,-97.8716146,394
Université Paul Sabatier (Toulouse3),43.5618994,1.4700520000000001,395
hôpital Henri-Mondor,48.7980441,2.4517988999999996,396
Estonian University of Life Sciences,58.3905409,26.696375300000003,397
The Second Hospital of Tianjin Medical University,39.08322700000001,117.219999,398
Nursing School of Central South University,32.72882360000001,-97.1114908,399
"St. Augustine, Trinidad and Tobago",10.6473412,-61.39977729999999,400
Universidade do Minho,41.56073189999999,-8.3962368,401
Sindh Agriculture University Tandojam,25.4264844,68.5433892,402
National Library of Medicine National Institutes oj Health Bethesda,39.0002973,-77.10286020000001,403
Singapore Management University,1.2962726999999998,103.85015779999999,404
University of Texas Health Science Center San Antonio,29.507465399999997,-98.5753521,405
Magnus University,54.8985711,23.914094600000002,406
University College London Hospitals NHS Foundation Trust,51.5218467,-0.1218867,407
Marshfield Labs,44.6798091,-90.1781683,408
Georges-Koehler-Allee,48.0141891,7.8330731,409
The Children's Hospital of Philadelphia,39.947608100000004,-75.1953855,410
Comenius University in Bratislava,48.14119179999999,17.1159646,411
Weill Cornell Medical Center,40.7643076,-73.9542869,412
Joint Genome Institute,37.8771868,-122.25088020000001,413
Sheba Medical Center,32.04671,34.842852,414
Hvidovre University Hospital,55.648779000000005,12.470292,415
Swiss Federal Institute of Technology ETH Hönggerberg,47.4085885,8.506179199999998,416
University of Occupational and Environmental Health,33.8779164,130.7128213,417
Universidade de Sa˜o Paulo,-23.5613991,-46.7307891,418
Luoyang Central Hospital Affiliated to Zhengzhou University,34.66817,112.43041299999999,419
Saga University,33.2417795,130.2912247,420
Texas A&M Unicersity,30.618755800000002,-96.3364772,421
Zhejiang Provincial Centre for Disease Control and Prevention,29.141643199999997,119.78892479999999,422
"Instituto Superior Técnico, Av. Rovisco Pais",38.736819200000006,-9.138705,423
Xiamen University,24.4373484,118.09785500000001,424
Hospital Clinic of Barcelona,41.3894436,2.1523119,425
Commissariat à l'Energie Atomique Grenoble,45.200949,5.7054144,426
Pfizer Global Research,42.6863755,-83.110095,427
Currumbin Wildlife Sanctuary,-28.139809999999997,153.484859,428
ICBS,33.0932239,-96.67509940000001,429
Eye Research Institute,42.6716307,-83.2164939,430
National Institute of Informatics,35.6926156,139.7579145,431
Karolinska Institute and Karolinska Hospital University,59.3486777,18.0304568,432
Zuoying Branch of Kaohsiung Armed Forces General Hospital,22.6784146,120.322725,433
National Institute of Technology,39.1401632,-77.2184546,434
University of China,36.061254999999996,120.335301,435
Texas A&M Health Sciences Center,30.598960700000003,-96.3957989,436
Federal University of Uberlândia,-18.918473000000002,-48.258176299999995,437
Shahid Sadoughi University of Medical Sciences,31.8426836,54.3390183,438
"JRL Consulting, LLC",41.6993359,-72.49919729999998,439
McIntyre Medical Science Building,45.50303110000001,-73.5824423,440
National Infectious Diseases Clinical Medical Research Center,39.0027771,-77.10445969999998,441
GROG Open Rome,41.902783500000005,12.4963655,442
National Animal Health Laboratory,42.0424674,-93.5772209,443
Technical University Dresden,51.02927340000001,13.728996400000002,444
University of Western Australia,-31.98006869999999,115.817898,445
IPLESP UMR-S1136,48.8349667,2.3674534,446
ArcDia International Oy Ltd,60.44629449999999,22.3018505,447
hôpital de la Croix Rousse,45.7818414,4.8308235999999996,448
†World Health Organization-China Office,39.9416027,116.446395,449
California State University,34.066769799999996,-118.1684392,450
St. John's University,40.7220627,-73.79421119999998,451
Lower Austria and Burgenland,48.10807699999999,15.804955800000002,452
Seoul national University,37.459882,126.9519053,453
I-Shiou University,22.7271723,120.4058219,454
Utrecht Universty,52.0901527,5.1226018,455
Bankura University,23.277523000000002,87.085135,456
"National Institute for Infectious Diseases ""L. Spallanzani"" IRCCS",41.866501,12.4564793,457
Saudi Food and Drug Authority,24.7465228,46.61122390000001,458
Animal Health Care Flanders,40.83538370000001,-74.71034959999999,459
Arbutus Biopharma Inc,40.198783899999995,-75.0768609,460
Army Medical Research Institute of Infectious Diseases,39.4381659,-77.42312240000001,461
Siberian Branch of Russian Academy of Sciences,54.84550600000001,83.1051181,462
Centre for Global Health Research,12.930238099999999,77.6211548,463
Institut Jacques Monod,48.8453838,2.355887,464
Tianjin Institute of Pharmaceutical Research (TIPR),39.343357399999995,117.3616476,465
Umverslty of Tennessee,35.9544013,-83.92945639999998,466
Universités Aix-Marseille I & II,43.280991,5.350097799999999,467
Central Institute of Temperate Horticulture,33.984284499999994,74.79909769999998,468
Changchun Normal University,43.882279,125.35746699999999,469
Hammersmith Hospital Campus,51.5170419,-0.2344894,470
Shanxi Academy of Traditional Chinese Medicine,37.841507,112.530014,471
Northern Territory,-19.4914108,132.55096029999999,472
Unidad de Microbiología Clínica y Enfermedades Infecciosas del Servicio de Medicina Interna. b Servicio de urgencias. c Servicio de Medicina Interna. Hospital Universitario La Paz. Madrid,40.4811633,-3.6873977,473
National University of Singapore,1.2966426000000002,103.7763939,474
Rhode Island,41.5800945,-71.4774291,475
